Order Number,Item,Frequency
1452,的 最后 一,37
1453,一 支,37
1454,没有 什么,37
1455,的 脖子,37
1456,那 只 魔眼,37
1457,这 就 是,37
1458,不 起,37
1459,你 父亲,37
1460,从 一,37
1461,没 关系,37
1462,另 一 边,37
1463,可能 会,37
1464,耐烦 地 说,37
1465,座位 上,37
1466,什么 人,37
1467,一 个 小,37
1468,你们 都,37
1469,要 做,37
1470,露出 了,37
1471,已经 把,37
1472,不 耐烦 地 说,37
1473,魔药 课,37
1474,她 又,37
1475,的 那 种,37
1476,上 都,37
1477,回到 了,37
1478,从来 没,37
1479,着 脸,37
1480,变成 了 一,37
1481,穿 过,37
1482,他 被,37
1483,产生 了,37
1484,你们 不,37
1485,继续 说道,37
1486,东西 都,37
1487,鹰 头 马身 有 翼 兽,37
1488,没有 一 个,37
1489,把 你 的,37
1490,来到 了,37
1491,因为 他们,37
1492,忘记 了,37
1493,发出 的,37
1494,防御 术 课,37
1495,都 很,37
1496,也 不 能,36
1497,迪戈 里,36
1498,个 不 停,36
1499,会 让,36
1500,他们 已经,36
1501,闪闪 发光,36
1502,根本 没有,36
1503,他们 要,36
1504,结束 了,36
1505,给 哈利,36
1506,德姆斯特朗 的,36
1507,你 已经,36
1508,去 吧,36
1509,听到 了,36
1510,上 的 一,36
1511,苍白 的,36
1512,那 人,36
1513,我 了,36
1514,爸爸 妈妈,36
1515,停 地,36
1516,感 兴趣,36
1517,不 想 让,36
1518,得 及,36
1519,的 情绪,36
1520,着 两,36
1521,不 够,36
1522,在 走廊,36
1523,喘 着 气 说,36
1524,银色 的,36
1525,这 两,36
1526,站在 那里,36
1527,起 了,36
1528,事 了,36
1529,的 幽灵,36
1530,的 公共 休息室,36
1531,等 他,36
1532,的 场地,36
1533,气 得,36
1534,但 她,36
1535,我 可,36
1536,哪儿 去,36
1537,在 空中,36
1538,分院 帽,36
1539,一 棵,36
1540,他 朝,36
1541,一 分钟,36
1542,不 停 地,36
1543,那 是 一,36
1544,来 得 及,36
1545,颤抖 着,35
1546,气喘吁吁 地,35
1547,的 天花板,35
1548,看到 他,35
1549,气愤 地 说,35
1550,还 有 一 个,35
1551,怎么 做,35
1552,地 想,35
1553,去 的,35
1554,怎么 知道,35
1555,会 使,35
1556,地 笑 着,35
1557,上 挂,35
1558,就 被,35
1559,魔法 防御 术 课,35
1560,了 三,35
1561,眼睛 盯,35
1562,好 啊,35
1563,两 条,35
1564,没有 注意,35
1565,和 金妮,35
1566,的 办法,35
1567,闪烁 着,35
1568,他 刚,35
1569,的 课,35
1570,冰冷 的,35
1571,在 里面,35
1572,是 那,35
1573,的 汽车,35
1574,那 道,35
1575,那样 的,35
1576,没 等,35
1577,着 一 只,35
1578,是 对,35
1579,但 他们,35
1580,浑身 发抖,35
1581,说 得 对,35
1582,才 会,35
1583,他 去,35
1584,也 看,35
1585,在 前面,35
1586,一 看见,35
1587,的 秘密,35
1588,当 哈利,35
1589,有 可能,35
1590,似乎 是,35
1591,的 勇士,35
1592,他 一 个,35
1593,他 的 眼睛,35
1594,着 身子,35
1595,他们 一,35
1596,一 座,35
1597,住 了,35
1598,黑 魔法 防御 术 课,35
1599,魔杖 的,35
1600,岁 的,35
1601,世界 上,34
1602,眼睛 盯 着,34
1603,黄油 啤酒,34
1604,更 多 的,34
1605,买 了,34
1606,把 目光,34
1607,也许 是,34
1608,平静 地 说,34
1609,似乎 都,34
1610,里 掏出,34
1611,在 什么 地方,34
1612,失去 了,34
1613,一边 说,34
1614,绝对 不,34
1615,真正 的,34
1616,转 了,34
1617,不 希望,34
1618,太 多,34
1619,他 的 脸,34
1620,了 一 件,34
1621,是 你 的,34
1622,现在 他,34
1623,听 我 说,34
1624,另外 一,34
1625,把 扫帚,34
1626,他 和 罗恩,34
1627,他 做,34
1628,使用 魔法,34
1629,给 我们,34
1630,手 里 拿,34
1631,一 杯,34
1632,最 喜欢,34
1633,的 椅子,34
1634,挣扎 着,34
1635,不 一样,34
1636,他们 来到,34
1637,占卜 课,34
1638,角落 里,34
1639,个 房间,34
1640,的 一 只,34
1641,黑乎乎 的,34
1642,我 敢 说,34
1643,是 一 条,34
1644,笑 着 说,34
1645,这 位,34
1646,停住 了,34
1647,前面 的,34
1648,不 是 我,34
1649,要 告诉,34
1650,其他 同学,34
1651,从 哈利,34
1652,会 不 会,34
1653,微笑 着,34
1654,这里 来,33
1655,恶狠狠 地,33
1656,看见 哈利,33
1657,条 腿,33
1658,的 情景,33
1659,真 想,33
1660,到 这里,33
1661,一 小,33
1662,他 一直,33
1663,这 条,33
1664,地 看 了,33
1665,而 不,33
1666,在 我 的,33
1667,保护 神奇 动物,33
1668,班 同学,33
1669,跑 了,33
1670,的 好,33
1671,面前 的,33
1672,的 徽章,33
1673,在 外面,33
1674,小心翼翼 地,33
1675,要 来,33
1676,他 看上去,33
1677,这 是 他,33
1678,一动不动 地,33
1679,布莱克 的,33
1680,把 我 的,33
1681,知道 他们,33
1682,肖像 洞口,33
1683,得 要命,33
1684,我 叫,33
1685,那 天 晚上,33
1686,的 人群,33
1687,的 背影,33
1688,告诉 你们,33
1689,的 地板,33
1690,的 不,33
1691,保护 神奇,33
1692,里 一,33
1693,了 魔杖,33
1694,身上 的,33
1695,全 班 同学,33
1696,到底 是,33
1697,人 了,33
1698,抓住 哈利,33
1699,谁 都,33
1700,穿 着 一,33
1701,冲 了,33
1702,这 不 是,33
1703,谁 也 没有,33
1704,那 扇,33
1705,但是 他,33
1706,他们 没有,33
1707,耀眼 的,33
1708,说 是,33
1709,大 得,32
1710,那 把,32
1711,他 肯定,32
1712,自己 是,32
1713,他 真,32
1714,让 我们,32
1715,一 年级 新生,32
1716,你 最好,32
1717,在 魁地奇,32
1718,听 不 见,32
1719,的 心,32
1720,年级 新生,32
1721,帕奇 的,32
1722,激动 地,32
1723,立刻 就,32
1724,教室 的,32
1725,别 说,32
1726,一 个 声音,32
1727,有 一 只,32
1728,要 我,32
1729,走 过去,32
1730,怎么办 呢,32
1731,对 吗,32
1732,个 问题,32
1733,等待 着,32
1734,他 自己 的,32
1735,这儿 来,32
1736,你们 两,32
1737,那 就 是,32
1738,的 桃金娘,32
1739,吃 的,32
1740,他 认为,32
1741,边 的,32
1742,开除 了,32
1743,自己 的 魔杖,32
1744,变成 一,32
1745,着 了,32
1746,高高 的,32
1747,杀死 了,32
1748,的 笼子,32
1749,想 去,32
1750,挥舞 着,32
1751,去 拿,32
1752,紧紧 地,32
1753,这样 一,32
1754,那 是 什么,32
1755,见 的,32
1756,海格 的 小屋,32
1757,往前 走,32
1758,的 光,32
1759,的 照片,32
1760,一定 要,32
1761,走开 了,32
1762,魁地奇 世界杯赛,32
1763,的 嘴,32
1764,这 话,32
1765,念 了,32
1766,很 可能,32
1767,是 罗恩,32
1768,根本 就,32
1769,坐 下来,31
1770,举起 了,31
1771,弄 得,31
1772,地 向,31
1773,露出 一,31
1774,在 说 什么,31
1775,在 地板,31
1776,最后 一 个,31
1777,倒 在,31
1778,黑色 的,31
1779,的 注意力,31
1780,赫敏 都,31
1781,绝 不,31
1782,罗恩 不,31
1783,女士 说,31
1784,要 不,31
1785,没好气 地,31
1786,了 一 条,31
1787,喘 不,31
1788,那么 大,31
1789,的 影子,31
1790,漂亮 的,31
1791,在 哈利 的,31
1792,肩膀 上,31
1793,没 事 吧,31
1794,又 开始,31
1795,他 不 会,31
1796,坐 着,31
1797,的 那 天,31
1798,的 家养,31
1799,他 刚才,31
1800,不 在乎,31
1801,他们 三 个,31
1802,姨妈 和,31
1803,赶紧 把,31
1804,赶紧 说道,31
1805,那 封,31
1806,的 微笑,31
1807,张 桌子,31
1808,的 工作,31
1809,他 不 能,31
1810,里面 的,31
1811,的 麻瓜,31
1812,在 地板 上,31
1813,哈利 问,31
1814,哭泣 的,31
1815,哈利 喊道,31
1816,见 他,31
1817,里 去,31
1818,让 人,31
1819,你 呢,31
1820,觉得 他,31
1821,这时 他们,31
1822,我 自己,31
1823,的 口吻,31
1824,的 床,31
1825,松 了,31
1826,显得 非常,31
1827,想 跟,31
1828,随时 都,31
1829,什么 也 没有,31
1830,是 海格,31
1831,发亮 的,31
1832,愉快 地,31
1833,天 夜里,31
1834,的 脸色,31
1835,开心 地,31
1836,惊恐 地,30
1837,里 的 人,30
1838,厉害 了,30
1839,布 利多,30
1840,靠 在,30
1841,写 的,30
1842,赢 了,30
1843,会 给,30
1844,某 种,30
1845,一 个 个,30
1846,响亮 的,30
1847,我 和,30
1848,了 什么 事,30
1849,似乎 不,30
1850,他 不 知道,30
1851,每 人,30
1852,和 赫敏 都,30
1853,求求 你,30
1854,的 是 一,30
1855,姨父 说,30
1856,你 自己,30
1857,我们 没有,30
1858,希望 他,30
1859,他 以前,30
1860,他 这,30
1861,以为 他,30
1862,讨厌 的,30
1863,不 上,30
1864,一 个 字,30
1865,一 小时,30
1866,年 来,30
1867,涨 得,30
1868,恼火 地,30
1869,哈利 身边,30
1870,第一 个 项目,30
1871,你 能 不 能,30
1872,着 一 件,30
1873,没 说,30
1874,的 座位,30
1875,自己 不,30
1876,的 行为,30
1877,我 现在,30
1878,只 大,30
1879,走 得,30
1880,用 他,30
1881,是 斯内普,30
1882,高尔 的,30
1883,罗恩 把,30
1884,你们 两 个,30
1885,的 生日,30
1886,一 层,30
1887,在 后面,30
1888,里 还,30
1889,个 个,30
1890,像 他,30
1891,他 站,30
1892,我 没,30
1893,没有 说话,30
1894,的 双,30
1895,危险 的,30
1896,你 能 不,30
1897,他 仍然,30
1898,的 手臂,30
1899,怎么 能,30
1900,用 它,30
1901,没 问题,30
1902,不 过,30
1903,前 一,30
1904,着 翅膀,30
1905,弗农 姨父 说,30
1906,留 着,30
1907,从 那,30
1908,得 比,30
1909,为 他,30
1910,幻影 显形,30
1911,里 拿 着,30
1912,着 一 条,30
1913,了 自己 的,30
1914,家 的,30
1915,不过 我,30
1916,抽出 魔杖,30
1917,活 着,30
1918,显然 是,30
1919,决 不,29
1920,已经 有,29
1921,的 什么,29
1922,要 到,29
1923,大 了,29
1924,点 地图,29
1925,什么 时候,29
1926,打断 了,29
1927,忙 着,29
1928,以前 从,29
1929,写 了,29
1930,跟 哈利,29
1931,邓 布,29
1932,邓 布 利多,29
1933,的 尾巴,29
1934,能 再,29
1935,声音 说道,29
1936,穆迪 教授,29
1937,伸出 一,29
1938,跟在 后面,29
1939,火龙 的,29
1940,霍格沃茨 特 快,29
1941,低头 看,29
1942,特 快 列车,29
1943,那 位,29
1944,用 魔法,29
1945,的 女人,29
1946,那些 人,29
1947,不 见 的,29
1948,不 知道 自己,29
1949,肯定 不,29
1950,放 了,29
1951,赫敏 不,29
1952,霍格沃茨 特,29
1953,我们 去,29
1954,过 的 最,29
1955,的 那 只,29
1956,一 个 月,29
1957,又 是 一,29
1958,着 眉头,29
1959,着 这,29
1960,清 了,29
1961,张 羊皮纸,29
1962,抬起 头 来,29
1963,但 这,29
1964,隆 巴顿,29
1965,卢平 说,29
1966,好像 有,29
1967,然后 把,29
1968,特 快,29
1969,好奇 地,29
1970,就 不 会,29
1971,在 桌子,29
1972,你 应该,29
1973,霍格沃茨 特 快 列车,29
1974,位 勇士,29
1975,和 他们,29
1976,如果 你们,29
1977,不 可,29
1978,哈 利用,29
1979,手 里 拿 着,29
1980,这样 做,29
1981,活 点,29
1982,转过 身,29
1983,很 小,29
1984,够 了,29
1985,空荡荡 的,29
1986,把 信,29
1987,的 长,29
1988,什么 也 没,29
1989,飞天 扫帚 上,29
1990,关 在,29
1991,的 呢,29
1992,指 了,29
1993,马上 就,29
1994,把 脑袋,29
1995,不 及,29
1996,活 点 地图,29
1997,楼梯 上,29
1998,以前 从 没,29
1999,赫奇 帕奇 的,29
2000,快 列车,29
2001,我 看见,29
2002,哭泣 的 桃金娘,29
2003,使 他们,29
2004,条 火龙,29
2005,的 声音 在,29
2006,是 这样 的,29
2007,施 了 魔法,29
2008,和 他 的,29
2009,长袍 的,29
2010,个 咒语,29
2011,不 动,29
2012,吓 了 一,28
2013,赫敏 小声,28
2014,停 在,28
2015,唯一 的,28
2016,会 说,28
2017,到处 都 是,28
2018,哈利 就,28
2019,很 长 时间,28
2020,是 不 会,28
2021,的 帽子,28
2022,哈利 觉得 自己,28
2023,一 名,28
2024,一 个 星期,28
2025,充满 了,28
2026,也 能,28
2027,的 方向,28
2028,望 着 她,28
2029,霍格沃茨 魔法,28
2030,女士 的,28
2031,爬 了,28
2032,他 再,28
2033,都 不 会,28
2034,先生 和,28
2035,黑魔 标记,28
2036,在 格兰芬,28
2037,只 眼睛,28
2038,我们 是,28
2039,海德薇 的,28
2040,他们 走,28
2041,的 所有,28
2042,在 他 身,28
2043,父亲 的,28
2044,额头 上,28
2045,让 自己,28
2046,在 格兰芬 多,28
2047,没 人,28
2048,年级 的,28
2049,对 他 说,28
2050,听见 他,28
2051,就 好像 他,28
2052,哈利 发现,28
2053,没 有,28
2054,他 的 话,28
2055,着 自己 的,28
2056,那 块,28
2057,愤怒 地,28
2058,以为 你,28
2059,抬头 看,28
2060,把 脸,28
2061,做 的 事情,28
2062,节 课,28
2063,地 打量,28
2064,颤抖 的,28
2065,在 想,28
2066,停住 脚步,28
2067,疯狂 地,28
2068,呼神 护卫,28
2069,默默 地,28
2070,不 是 一 个,28
2071,霍格沃茨 魔法 学校,28
2072,个 地方,28
2073,是 你们,28
2074,只 是 一,28
2075,不 高兴,28
2076,可以 把,28
2077,嘟哝 着,28
2078,的 消息,28
2079,几 分钟,28
2080,过 这,28
2081,第三 个,28
2082,吃 午饭,28
2083,但 他 的,28
2084,相信 他,28
2085,皱 着,28
2086,他 开始,28
2087,如果 有,28
2088,不 大,28
2089,停 下来,28
2090,皱 着 眉头,28
2091,脸上 的 表情,28
2092,吓 了,28
2093,上 的 那,28
2094,三 人,28
2095,东西 在,28
2096,哪儿 去 了,28
2097,认为 你,28
2098,对 自己,28
2099,后 的,28
2100,自己 也,28
2101,他 是 个,28
2102,赫敏 也,28
2103,传来 了,27
2104,同 一,27
2105,不 管,27
2106,已经 不,27
2107,那 几,27
2108,他们 身边,27
2109,看到 的,27
2110,看 着 他们,27
2111,祝 你,27
2112,会 很,27
2113,门开 了,27
2114,抓住 他,27
2115,很 快 就 会,27
2116,不 说,27
2117,坐 在 那里,27
2118,他 来,27
2119,痛苦 的,27
2120,使 自己,27
2121,从 他 的,27
2122,哈利 不 知道,27
2123,什么 也 不,27
2124,比赛 的,27
2125,笑 了 起来,27
2126,外 的,27
2127,会 告诉,27
2128,福吉 说,27
2129,她 也,27
2130,哈利 已经,27
2131,着 一 张,27
2132,地上 的,27
2133,是 非常,27
2134,了 房间,27
2135,请 你,27
2136,转向 哈利,27
2137,想 要,27
2138,办公室 里,27
2139,你 没 事,27
2140,他 发现,27
2141,没 来,27
2142,个 学生,27
2143,我 需要,27
2144,发生 的 事情,27
2145,高兴 地 说,27
2146,远 的,27
2147,严厉 地 说,27
2148,波特 先生,27
2149,哈利 的 魔杖,27
2150,钟 后,27
2151,只 剩下,27
2152,他 的 名字,27
2153,在 走廊 里,27
2154,跟 了,27
2155,睡着 了,27
2156,问 他,27
2157,小 路,27
2158,上 带,27
2159,着 她 的,27
2160,闪闪 的,27
2161,他 的 头发,27
2162,是 太,27
2163,他 的 那,27
2164,带 着 一,27
2165,是 这么,27
2166,他 不 是,27
2167,了 上去,27
2168,掉 了,27
2169,她 那,27
2170,小声 问,27
2171,蜂蜜 公爵,27
2172,相信 自己,27
2173,一 顿,27
2174,卷 羊皮纸,27
2175,一定 会,27
2176,了 一 跳,27
2177,来 不,27
2178,秒 钟 后,27
2179,每 一 个,27
2180,扫 了 一,27
2181,她 和,27
2182,要 跟,27
2183,也 看 不,27
2184,毫 不,27
2185,都 不 能,27
2186,的 两 个,27
2187,同学们 都,27
2188,地 瞪着,27
2189,叫 了,27
2190,过 一 个,27
2191,昏暗 的,27
2192,幻影 移形,27
2193,吓 了 一 跳,27
2194,一 两,27
2195,着 许多,27
2196,泥巴 种,27
2197,气 来,27
2198,上 挂 着,27
2199,他们 看见,27
2200,想 你,27
2201,哈利 只,27
2202,他们 也,27
2203,这些 人,27
2204,是 霍格沃茨,27
2205,快 就 会,27
2206,在 楼梯,27
2207,我 不 想,27
2208,找 不,27
2209,地 望 着 他,26
2210,看见 一 个,26
2211,我 给,26
2212,绝望 地,26
2213,全 校,26
2214,对 不,26
2215,双 脚,26
2216,到 一,26
2217,的 坩埚,26
2218,糟糕 的,26
2219,的 家庭,26
2220,的 尸体,26
2221,塞德里克•迪戈 里,26
2222,的 叫声,26
2223,的 帐篷,26
2224,了 的,26
2225,你 不 能,26
2226,其中 一,26
2227,希望 我,26
2228,我 都,26
2229,不 舒服,26
2230,他 母亲,26
2231,声音 里,26
2232,过来 了,26
2233,了 眼睛,26
2234,我 这,26
2235,也 就,26
2236,在 门厅,26
2237,在 城堡,26
2238,冒 了,26
2239,我们 也,26
2240,个 名字,26
2241,所有 的 人,26
2242,的 记忆,26
2243,上 还,26
2244,可是 我,26
2245,门 课,26
2246,的 盘子,26
2247,在 下面,26
2248,破釜 酒吧,26
2249,我 从,26
2250,有些 人,26
2251,保护 神奇 动物 课,26
2252,着 我,26
2253,你 没 事 吧,26
2254,把 手,26
2255,在 床,26
2256,有 几 个,26
2257,他 面前,26
2258,恼火 地 说,26
2259,了 他 一,26
2260,珀西 的,26
2261,你 需要,26
2262,着 海格,26
2263,地 躺,26
2264,情况 下,26
2265,嘶哑 地,26
2266,能 跟,26
2267,一 眨眼,26
2268,熟悉 的,26
2269,这 本,26
2270,拉 了,26
2271,那 东西,26
2272,吸 了 一,26
2273,不 能 让,26
2274,有趣 的,26
2275,父母 的,26
2276,地 上,26
2277,在 一 片,26
2278,我 以为,26
2279,一 脸,26
2280,没有 被,26
2281,个 好,26
2282,在 手,26
2283,轻轻 地,26
2284,买 的,26
2285,他 身上,26
2286,过 得,26
2287,冷冰冰 的,26
2288,是 多么,26
2289,神奇 动物 课,26
2290,禁林 里,26
2291,的 教室,26
2292,在 学校 里,26
2293,压低 声音 说,26
2294,动物 课,26
2295,三 年级,26
2296,从来 不,26
2297,他们 又,26
2298,地 打量 着,26
2299,有 两 个,26
2300,钻进 了,26
2301,黑暗 的,26
2302,镜子 里,26
2303,是 要,26
2304,是 邓布利多,26
2305,的 膝盖,26
2306,到 的,26
2307,焦急 地,26
2308,抓住 哈利 的,26
2309,目光 从,26
2310,的 卧室,26
2311,的 尖叫,26
2312,的 每 个,26
2313,上 带 着,26
2314,没有 了,26
2315,就 去,26
2316,可以 听见,26
2317,克劳奇 的,26
2318,到 自己,26
2319,的 旧,26
2320,感到 自己,25
2321,像 是 一,25
2322,有 一 次,25
2323,走 在,25
2324,我 再,25
2325,个 非常,25
2326,条 狗,25
2327,的 就,25
2328,让 她,25
2329,但是 我,25
2330,帮 我,25
2331,我 当然,25
2332,罗恩 也,25
2333,也许 他,25
2334,最 不,25
2335,一 大 群,25
2336,来 不 及,25
2337,地 看 着 哈利,25
2338,最 大,25
2339,大 群,25
2340,你 再,25
2341,天 哪,25
2342,俩 都,25
2343,能 说,25
2344,人 来,25
2345,人 不,25
2346,的 日子,25
2347,人 也,25
2348,眼睛 在,25
2349,眼汉 穆迪,25
2350,翻 了,25
2351,人 说话,25
2352,永远 不,25
2353,的 眼镜,25
2354,举起 一,25
2355,在 床 上,25
2356,了 海格,25
2357,出 了 什么,25
2358,一般 的,25
2359,着 头,25
2360,你 来,25
2361,能 使,25
2362,还 活,25
2363,照亮 了,25
2364,那 不,25
2365,想 的,25
2366,教工 桌子,25
2367,我 听说,25
2368,公共 汽车,25
2369,正常 的,25
2370,的 脸 上,25
2371,伍德 说,25
2372,那 天 夜里,25
2373,还 活 着,25
2374,的 面颊,25
2375,多 比 的,25
2376,张望 着,25
2377,痛苦 地,25
2378,没有 回答,25
2379,有 三,25
2380,没有 注意 到,25
2381,比 的,25
2382,整整 一,25
2383,可 不 是,25
2384,从 她,25
2385,同样 的,25
2386,冒 了 出来,25
2387,在 离,25
2388,可以 肯定,25
2389,当然 不,25
2390,近 了,25
2391,丑陋 的,25
2392,有 他,25
2393,和 韦斯莱,25
2394,他 什么,25
2395,一 个 巫师,25
2396,要 知道,25
2397,的 脸上,25
2398,我 亲爱 的,25
2399,要 说,25
2400,斑斑 的,25
2401,的 地面,25
2402,找 一,25
2403,他 的 目光,25
2404,的 肖像,25
2405,的 动物,25
2406,被 他,25
2407,可 他,25
2408,明白 吗,25
2409,你 不 会,25
2410,没好气 地 说,25
2411,他 觉得 自己,25
2412,吓坏 了,25
2413,的 扫帚,25
2414,人 就,25
2415,我 亲爱,25
2416,环顾 四周,25
2417,是 一 件,25
2418,安静 下来,25
2419,得意 地,25
2420,得 通红,25
2421,想 看看,25
2422,我 得,25
2423,发现 他,25
2424,是 因为 他,25
2425,几 秒 钟 后,25
2426,了 赫敏,25
2427,使 你,25
2428,和 你,25
2429,麦格 教授 的,25
2430,得到 了,25
2431,什么 事情,24
2432,十字 车站,24
2433,和 纳威,24
2434,过 气 来,24
2435,我 什么,24
2436,知道 我们,24
2437,的 命,24
2438,黑 巫师,24
2439,扫 了 一 眼,24
2440,醒 了,24
2441,他 看见 了,24
2442,我 可 不,24
2443,现在 是,24
2444,过 这样,24
2445,地 用,24
2446,皱起 了,24
