Order Number,Item,Pinyin,Frequency,Choice_Tone1,Choice_Tone2,Choice_Tone3,Choice_Tone4,Choice_Neutral,Correct_Answer
1622,咸,xian2,1,xian1,xian2,xian3,xian4,xian,xian2
1623,哗,hua1,1,hua1,hua2,hua3,hua4,hua,hua1
1624,哨,shao4,1,shao1,shao2,shao3,shao4,shao,shao4
1625,嘲,chao2,1,chao1,chao2,chao3,chao4,chao,chao2
1626,嘻,xi1,1,xi1,xi2,xi3,xi4,xi,xi1
1627,噜,lu1,1,lu1,lu2,lu3,lu4,lu,lu1
1628,噤,jin4,1,jin1,jin2,jin3,jin4,jin,jin4
1629,嚼,jue2,1,jue1,jue2,jue3,jue4,jue,jue2
1630,囱,cong1,1,cong1,cong2,cong3,cong4,cong,cong1
1631,土,tu3,1,tu1,tu2,tu3,tu4,tu,tu3
1632,坛,tan2,1,tan1,tan2,tan3,tan4,tan,tan2
1633,坟,fen2,1,fen1,fen2,fen3,fen4,fen,fen2
1634,坦,tan3,1,tan1,tan2,tan3,tan4,tan,tan3
1635,型,xing2,1,xing1,xing2,xing3,xing4,xing,xing2
1636,埃,ai1,1,ai1,ai2,ai3,ai4,ai,ai1
1637,堪,kan1,1,kan1,kan2,kan3,kan4,kan,kan1
1638,塑,su4,1,su1,su2,su3,su4,su,su4
1639,填,tian2,1,tian1,tian2,tian3,tian4,tian,tian2
1640,境,jing4,1,jing1,jing2,jing3,jing4,jing,jing4
1641,增,zeng1,1,zeng1,zeng2,zeng3,zeng4,zeng,zeng1
1642,壮,zhuang4,1,zhuang1,zhuang2,zhuang3,zhuang4,zhuang,zhuang4
1643,夸,kua1,1,kua1,kua2,kua3,kua4,kua,kua1
1644,奈,nai4,1,nai1,nai2,nai3,nai4,nai,nai4
1645,奴,nu2,1,nu1,nu2,nu3,nu4,nu,nu2
1646,妃,fei1,1,fei1,fei2,fei3,fei4,fei,fei1
1647,妨,fang2,1,fang1,fang2,fang3,fang4,fang,fang2
1648,姿,zi1,1,zi1,zi2,zi3,zi4,zi,zi1
1649,娜,na4,1,na1,na2,na3,na4,na,na4
1650,宁,ning2,1,ning1,ning2,ning3,ning4,ning,ning2
1651,官,guan1,1,guan1,guan2,guan3,guan4,guan,guan1
1652,宝,bao3,1,bao1,bao2,bao3,bao4,bao,bao3
1653,宠,chong3,1,chong1,chong2,chong3,chong4,chong,chong3
1654,宽,kuan1,1,kuan1,kuan2,kuan3,kuan4,kuan,kuan1
1655,寐,mei4,1,mei1,mei2,mei3,mei4,mei,mei4
1656,崭,zhan3,1,zhan1,zhan2,zhan3,zhan4,zhan,zhan3
1657,崽,zai3,1,zai1,zai2,zai3,zai4,zai,zai3
1658,庆,qing4,1,qing1,qing2,qing3,qing4,qing,qing4
1659,康,kang1,1,kang1,kang2,kang3,kang4,kang,kang1
1660,廓,kuo4,1,kuo1,kuo2,kuo3,kuo4,kuo,kuo4
1661,弃,qi4,1,qi1,qi2,qi3,qi4,qi,qi4
1662,弧,hu2,1,hu1,hu2,hu3,hu4,hu,hu2
1663,录,lu4,1,lu1,lu2,lu3,lu4,lu,lu4
1664,律,lv4,1,lv1,lv2,lv3,lv4,lv,lv4
1665,忌,ji4,1,ji1,ji2,ji3,ji4,ji,ji4
1666,志,zhi4,1,zhi1,zhi2,zhi3,zhi4,zhi,zhi4
1667,忡,chong1,1,chong1,chong2,chong3,chong4,chong,chong1
1668,怔,zheng1,1,zheng1,zheng2,zheng3,zheng4,zheng,zheng1
1669,怖,bu4,1,bu1,bu2,bu3,bu4,bu,bu4
1670,性,xing4,1,xing1,xing2,xing3,xing4,xing,xing4
1671,怯,qie4,1,qie1,qie2,qie3,qie4,qie,qie4
1672,恹,yan1,1,yan1,yan2,yan3,yan4,yan,yan1
1673,患,huan4,1,huan1,huan2,huan3,huan4,huan,huan4
1674,悴,cui4,1,cui1,cui2,cui3,cui4,cui,cui4
1675,惜,xi1,1,xi1,xi2,xi3,xi4,xi,xi1
1676,惨,can3,1,can1,can2,can3,can4,can,can3
1677,惩,cheng2,1,cheng1,cheng2,cheng3,cheng4,cheng,cheng2
1678,愣,leng4,1,leng1,leng2,leng3,leng4,leng,leng4
1679,愧,kui4,1,kui1,kui2,kui3,kui4,kui,kui4
1680,慕,mu4,1,mu1,mu2,mu3,mu4,mu,mu4
1681,憔,qiao2,1,qiao1,qiao2,qiao3,qiao4,qiao,qiao2
1682,或,huo4,1,huo1,huo2,huo3,huo4,huo,huo4
1683,戚,qi1,1,qi1,qi2,qi3,qi4,qi,qi1
1684,扛,kang2,1,kang1,kang2,kang3,kang4,kang,kang2
1685,扬,yang2,1,yang1,yang2,yang3,yang4,yang,yang2
1686,抑,yi4,1,yi1,yi2,yi3,yi4,yi,yi4
1687,抛,pao1,1,pao1,pao2,pao3,pao4,pao,pao1
1688,抹,mo3,1,mo1,mo2,mo3,mo4,mo,mo3
1689,拎,lin1,1,lin1,lin2,lin3,lin4,lin,lin1
1690,拙,zhuo1,1,zhuo1,zhuo2,zhuo3,zhuo4,zhuo,zhuo1
1691,挪,nuo2,1,nuo1,nuo2,nuo3,nuo4,nuo,nuo2
1692,振,zhen4,1,zhen1,zhen2,zhen3,zhen4,zhen,zhen4
1693,捉,zhuo1,1,zhuo1,zhuo2,zhuo3,zhuo4,zhuo,zhuo1
1694,捎,shao1,1,shao1,shao2,shao3,shao4,shao,shao1
1695,捕,bu3,1,bu1,bu2,bu3,bu4,bu,bu3
1696,捧,peng3,1,peng1,peng2,peng3,peng4,peng,peng3
1697,捷,jie2,1,jie1,jie2,jie3,jie4,jie,jie2
1698,掠,lve4,1,lve1,lve2,lve3,lve4,lve,lve4
1699,掩,yan3,1,yan1,yan2,yan3,yan4,yan,yan3
1700,揪,jiu1,1,jiu1,jiu2,jiu3,jiu4,jiu,jiu1
1701,搁,ge1,1,ge1,ge2,ge3,ge4,ge,ge1
1702,搅,jiao3,1,jiao1,jiao2,jiao3,jiao4,jiao,jiao3
1703,摘,zhai1,1,zhai1,zhai2,zhai3,zhai4,zhai,zhai1
1704,撑,cheng1,1,cheng1,cheng2,cheng3,cheng4,cheng,cheng1
1705,播,bo1,1,bo1,bo2,bo3,bo4,bo,bo1
1706,撮,cuo1,1,cuo1,cuo2,cuo3,cuo4,cuo,cuo1
1707,擅,shan4,1,shan1,shan2,shan3,shan4,shan,shan4
1708,改,gai3,1,gai1,gai2,gai3,gai4,gai,gai3
1709,效,xiao4,1,xiao1,xiao2,xiao3,xiao4,xiao,xiao4
1710,斜,xie2,1,xie1,xie2,xie3,xie4,xie,xie2
1711,晶,jing1,1,jing1,jing2,jing3,jing4,jing,jing1
1712,智,zhi4,1,zhi1,zhi2,zhi3,zhi4,zhi,zhi4
1713,暖,nuan3,1,nuan1,nuan2,nuan3,nuan4,nuan,nuan3
1714,朦,meng2,1,meng1,meng2,meng3,meng4,meng,meng2
1715,末,mo4,1,mo1,mo2,mo3,mo4,mo,mo4
1716,李,li3,1,li1,li2,li3,li4,li,li3
1717,构,gou4,1,gou1,gou2,gou3,gou4,gou,gou4
1718,染,ran3,1,ran1,ran2,ran3,ran4,ran,ran3
1719,柠,ning2,1,ning1,ning2,ning3,ning4,ning,ning2
1720,柳,liu3,1,liu1,liu2,liu3,liu4,liu,liu3
1721,栖,qi1,1,qi1,qi2,qi3,qi4,qi,qi1
1722,梢,shao1,1,shao1,shao2,shao3,shao4,shao,shao1
1723,棱,leng2,1,leng1,leng2,leng3,leng4,leng,leng2
1724,植,zhi2,1,zhi1,zhi2,zhi3,zhi4,zhi,zhi2
1725,横,heng2,1,heng1,heng2,heng3,heng4,heng,heng2
1726,橡,xiang4,1,xiang1,xiang2,xiang3,xiang4,xiang,xiang4
1727,橱,chu2,1,chu1,chu2,chu3,chu4,chu,chu2
1728,檬,meng2,1,meng1,meng2,meng3,meng4,meng,meng2
1729,歉,qian4,1,qian1,qian2,qian3,qian4,qian,qian4
1730,殊,shu1,1,shu1,shu2,shu3,shu4,shu,shu1
1731,毁,hui3,1,hui1,hui2,hui3,hui4,hui,hui3
1732,氛,fen1,1,fen1,fen2,fen3,fen4,fen,fen1
1733,汁,zhi1,1,zhi1,zhi2,zhi3,zhi4,zhi,zhi1
1734,汗,han4,1,han1,han2,han3,han4,han,han4
1735,汤,tang1,1,tang1,tang2,tang3,tang4,tang,tang1
1736,汪,wang1,1,wang1,wang2,wang3,wang4,wang,wang1
1737,汹,xiong1,1,xiong1,xiong2,xiong3,xiong4,xiong,xiong1
1738,沾,zhan1,1,zhan1,zhan2,zhan3,zhan4,zhan,zhan1
1739,泛,fan4,1,fan1,fan2,fan3,fan4,fan,fan4
1740,泡,pao4,1,pao1,pao2,pao3,pao4,pao,pao4
1741,洲,zhou1,1,zhou1,zhou2,zhou3,zhou4,zhou,zhou1
1742,浆,jiang1,1,jiang1,jiang2,jiang3,jiang4,jiang,jiang1
1743,浓,nong2,1,nong1,nong2,nong3,nong4,nong,nong2
1744,浪,lang4,1,lang1,lang2,lang3,lang4,lang,lang4
1745,涕,ti4,1,ti1,ti2,ti3,ti4,ti,ti4
1746,液,ye4,1,ye1,ye2,ye3,ye4,ye,ye4
1747,淹,yan1,1,yan1,yan2,yan3,yan4,yan,yan1
1748,添,tian1,1,tian1,tian2,tian3,tian4,tian,tian1
1749,溢,yi4,1,yi1,yi2,yi3,yi4,yi,yi4
1750,滔,tao1,1,tao1,tao2,tao3,tao4,tao,tao1
1751,滞,zhi4,1,zhi1,zhi2,zhi3,zhi4,zhi,zhi4
1752,漉,lu4,1,lu1,lu2,lu3,lu4,lu,lu4
1753,漠,mo4,1,mo1,mo2,mo3,mo4,mo,mo4
1754,潜,qian2,1,qian1,qian2,qian3,qian4,qian,qian2
1755,潮,chao2,1,chao1,chao2,chao3,chao4,chao,chao2
1756,灾,zai1,1,zai1,zai2,zai3,zai4,zai,zai1
1757,烘,hong1,1,hong1,hong2,hong3,hong4,hong,hong1
1758,焉,yan1,1,yan1,yan2,yan3,yan4,yan,yan1
1759,熄,xi1,1,xi1,xi2,xi3,xi4,xi,xi1
1760,熏,xun1,1,xun1,xun2,xun3,xun4,xun,xun1
1761,熬,ao2,1,ao1,ao2,ao3,ao4,ao,ao2
1762,燃,ran2,1,ran1,ran2,ran3,ran4,ran,ran2
1763,燎,liao2,1,liao1,liao2,liao3,liao4,liao,liao2
1764,爷,ye2,1,ye1,ye2,ye3,ye4,ye,ye2
1765,爽,shuang3,1,shuang1,shuang2,shuang3,shuang4,shuang,shuang3
1766,牛,niu2,1,niu1,niu2,niu3,niu4,niu,niu2
1767,牢,lao2,1,lao1,lao2,lao3,lao4,lao,lao2
1768,狡,jiao3,1,jiao1,jiao2,jiao3,jiao4,jiao,jiao3
1769,狭,xia2,1,xia1,xia2,xia3,xia4,xia,xia2
1770,狮,shi1,1,shi1,shi2,shi3,shi4,shi,shi1
1771,狱,yu4,1,yu1,yu2,yu3,yu4,yu,yu4
1772,猾,hua2,1,hua1,hua2,hua3,hua4,hua,hua2
1773,玫,mei2,1,mei1,mei2,mei3,mei4,mei,mei2
1774,琢,zuo2,1,zuo1,zuo2,zuo3,zuo4,zuo,zuo2
1775,瑟,se4,1,se1,se2,se3,se4,se,se4
1776,瑰,gui1,1,gui1,gui2,gui3,gui4,gui,gui1
1777,甸,dian1,1,dian1,dian2,dian3,dian4,dian,dian1
1778,疲,pi2,1,pi1,pi2,pi3,pi4,pi,pi2
1779,瘸,que2,1,que1,que2,que3,que4,que,que2
1780,癞,lai4,1,lai1,lai2,lai3,lai4,lai,lai4
1781,盈,ying2,1,ying1,ying2,ying3,ying4,ying,ying2
1782,盔,kui1,1,kui1,kui2,kui3,kui4,kui,kui1
1783,盛,sheng4,1,sheng1,sheng2,sheng3,sheng4,sheng,sheng4
1784,眺,tiao4,1,tiao1,tiao2,tiao3,tiao4,tiao,tiao4
1785,睹,du3,1,du1,du2,du3,du4,du,du3
1786,瞅,chou3,1,chou1,chou2,chou3,chou4,chou,chou3
1787,瞒,man2,1,man1,man2,man3,man4,man,man2
1788,瞟,piao3,1,piao1,piao2,piao3,piao4,piao,piao3
1789,瞬,shun4,1,shun1,shun2,shun3,shun4,shun,shun4
1790,硕,shuo4,1,shuo1,shuo2,shuo3,shuo4,shuo,shuo4
1791,碎,sui4,1,sui1,sui2,sui3,sui4,sui,sui4
1792,碑,bei1,1,bei1,bei2,bei3,bei4,bei,bei1
1793,祟,sui4,1,sui1,sui2,sui3,sui4,sui,sui4
1794,称,cheng1,1,cheng1,cheng2,cheng3,cheng4,cheng,cheng1
1795,稳,wen3,1,wen1,wen2,wen3,wen4,wen,wen3
1796,稽,ji1,1,ji1,ji2,ji3,ji4,ji,ji1
1797,穴,xue2,1,xue1,xue2,xue3,xue4,xue,xue2
1798,窃,qie4,1,qie1,qie2,qie3,qie4,qie,qie4
1799,窄,zhai3,1,zhai1,zhai2,zhai3,zhai4,zhai,zhai3
1800,窥,kui1,1,kui1,kui2,kui3,kui4,kui,kui1
1801,竞,jing4,1,jing1,jing2,jing3,jing4,jing,jing4
1802,符,fu2,1,fu1,fu2,fu3,fu4,fu,fu2
1803,策,ce4,1,ce1,ce2,ce3,ce4,ce,ce4
1804,米,mi3,1,mi1,mi2,mi3,mi4,mi,mi3
1805,粘,zhan1,1,zhan1,zhan2,zhan3,zhan4,zhan,zhan1
1806,糙,cao1,1,cao1,cao2,cao3,cao4,cao,cao1
1807,纷,fen1,1,fen1,fen2,fen3,fen4,fen,fen1
1808,纹,wen2,1,wen1,wen2,wen3,wen4,wen,wen2
1809,绑,bang3,1,bang1,bang2,bang3,bang4,bang,bang3
1810,绒,rong2,1,rong1,rong2,rong3,rong4,rong,rong2
1811,缕,lv3,1,lv1,lv2,lv3,lv4,lv,lv3
1812,编,bian1,1,bian1,bian2,bian3,bian4,bian,bian1
1813,罐,guan4,1,guan1,guan2,guan3,guan4,guan,guan4
1814,罚,fa2,1,fa1,fa2,fa3,fa4,fa,fa2
1815,羞,xiu1,1,xiu1,xiu2,xiu3,xiu4,xiu,xiu1
1816,羡,xian4,1,xian1,xian2,xian3,xian4,xian,xian4
1817,聋,long2,1,long1,long2,long3,long4,long,long2
1818,职,zhi2,1,zhi1,zhi2,zhi3,zhi4,zhi,zhi2
1819,聚,ju4,1,ju1,ju2,ju3,ju4,ju,ju4
1820,肋,le1,1,le1,le2,le3,le4,le,le1
1821,肌,ji1,1,ji1,ji2,ji3,ji4,ji,ji1
1822,肘,zhou3,1,zhou1,zhou2,zhou3,zhou4,zhou,zhou3
1823,肤,fu1,1,fu1,fu2,fu3,fu4,fu,fu1
1824,肥,fei2,1,fei1,fei2,fei3,fei4,fei,fei2
1825,肮,ang1,1,ang1,ang2,ang3,ang4,ang,ang1
1826,胃,wei4,1,wei1,wei2,wei3,wei4,wei,wei4
1827,胆,dan3,1,dan1,dan2,dan3,dan4,dan,dan3
1828,胜,sheng4,1,sheng1,sheng2,sheng3,sheng4,sheng,sheng4
1829,胧,long2,1,long1,long2,long3,long4,long,long2
1830,脓,nong2,1,nong1,nong2,nong3,nong4,nong,nong2
1831,脾,pi2,1,pi1,pi2,pi3,pi4,pi,pi2
1832,腐,fu3,1,fu1,fu2,fu3,fu4,fu,fu3
1833,膜,mo2,1,mo1,mo2,mo3,mo4,mo,mo2
1834,膨,peng2,1,peng1,peng2,peng3,peng4,peng,peng2
1835,舌,she2,1,she1,she2,she3,she4,she,she2
1836,艰,jian1,1,jian1,jian2,jian3,jian4,jian,jian1
1837,艳,yan4,1,yan1,yan2,yan3,yan4,yan,yan4
1838,苗,miao2,1,miao1,miao2,miao3,miao4,miao,miao2
1839,茂,mao4,1,mao1,mao2,mao3,mao4,mao,mao4
1840,荣,rong2,1,rong1,rong2,rong3,rong4,rong,rong2
1841,莎,sha1,1,sha1,sha2,sha3,sha4,sha,sha1
1842,莹,ying2,1,ying1,ying2,ying3,ying4,ying,ying2
1843,营,ying2,1,ying1,ying2,ying3,ying4,ying,ying2
1844,薄,bao2,1,bao1,bao2,bao3,bao4,bao,bao2
1845,虽,sui1,1,sui1,sui2,sui3,sui4,sui,sui1
1846,蛙,wa1,1,wa1,wa2,wa3,wa4,wa,wa1
1847,蛤,ha2,1,ha1,ha2,ha3,ha4,ha,ha2
1848,蜒,yan2,1,yan1,yan2,yan3,yan4,yan,yan2
1849,蜷,quan2,1,quan1,quan2,quan3,quan4,quan,quan2
1850,蜿,wan1,1,wan1,wan2,wan3,wan4,wan,wan1
1851,蝙,bian1,1,bian1,bian2,bian3,bian4,bian,bian1
1852,蝠,fu2,1,fu1,fu2,fu3,fu4,fu,fu2
1853,蟆,ma2,1,ma1,ma2,ma3,ma4,ma,ma2
1854,裁,cai2,1,cai1,cai2,cai3,cai4,cai,cai2
1855,裤,ku4,1,ku1,ku2,ku3,ku4,ku,ku4
1856,襟,jin1,1,jin1,jin2,jin3,jin4,jin,jin1
1857,触,chu4,1,chu1,chu2,chu3,chu4,chu,chu4
1858,誉,yu4,1,yu1,yu2,yu3,yu4,yu,yu4
1859,誓,shi4,1,shi1,shi2,shi3,shi4,shi,shi4
1860,误,wu4,1,wu1,wu2,wu3,wu4,wu,wu4
1861,诱,you4,1,you1,you2,you3,you4,you,you4
1862,诺,nuo4,1,nuo1,nuo2,nuo3,nuo4,nuo,nuo4
1863,谊,yi4,1,yi1,yi2,yi3,yi4,yi,yi4
1864,谷,gu3,1,gu1,gu2,gu3,gu4,gu,gu3
1865,豆,dou4,1,dou1,dou2,dou3,dou4,dou,dou4
1866,貌,mao4,1,mao1,mao2,mao3,mao4,mao,mao4
1867,贝,bei4,1,bei1,bei2,bei3,bei4,bei,bei4
1868,质,zhi4,1,zhi1,zhi2,zhi3,zhi4,zhi,zhi4
1869,贵,gui4,1,gui1,gui2,gui3,gui4,gui,gui4
1870,资,zi1,1,zi1,zi2,zi3,zi4,zi,zi1
1871,足,zu2,1,zu1,zu2,zu3,zu4,zu,zu2
1872,趴,pa1,1,pa1,pa2,pa3,pa4,pa,pa1
1873,跄,qiang1,1,qiang1,qiang2,qiang3,qiang4,qiang,qiang1
1874,距,ju4,1,ju1,ju2,ju3,ju4,ju,ju4
1875,踉,liang2,1,liang1,liang2,liang3,liang4,liang,liang2
1876,踢,ti1,1,ti1,ti2,ti3,ti4,ti,ti1
1877,踱,duo2,1,duo1,duo2,duo3,duo4,duo,duo2
1878,蹑,nie4,1,nie1,nie2,nie3,nie4,nie,nie4
1879,蹩,bie2,1,bie1,bie2,bie3,bie4,bie,bie2
1880,蹲,dun1,1,dun1,dun2,dun3,dun4,dun,dun1
1881,蹼,pu3,1,pu1,pu2,pu3,pu4,pu,pu3
1882,躯,qu1,1,qu1,qu2,qu3,qu4,qu,qu1
1883,输,shu1,1,shu1,shu2,shu3,shu4,shu,shu1
1884,辛,xin1,1,xin1,xin2,xin3,xin4,xin,xin1
1885,辰,chen2,1,chen1,chen2,chen3,chen4,chen,chen2
1886,辱,ru3,1,ru1,ru2,ru3,ru4,ru,ru3
1887,迈,mai4,1,mai1,mai2,mai3,mai4,mai,mai4
1888,迭,die2,1,die1,die2,die3,die4,die,die2
1889,逗,dou4,1,dou1,dou2,dou3,dou4,dou,dou4
1890,遥,yao2,1,yao1,yao2,yao3,yao4,yao,yao2
1891,邀,yao1,1,yao1,yao2,yao3,yao4,yao,yao1
1892,邦,bang1,1,bang1,bang2,bang3,bang4,bang,bang1
1893,配,pei4,1,pei1,pei2,pei3,pei4,pei,pei4
1894,钳,qian2,1,qian1,qian2,qian3,qian4,qian,qian2
1895,铁,tie3,1,tie1,tie2,tie3,tie4,tie,tie3
1896,铜,tong2,1,tong1,tong2,tong3,tong4,tong,tong2
1897,链,lian4,1,lian1,lian2,lian3,lian4,lian,lian4
1898,锃,zeng4,1,zeng1,zeng2,zeng3,zeng4,zeng,zeng4
1899,键,jian4,1,jian1,jian2,jian3,jian4,jian,jian4
1900,镶,xiang1,1,xiang1,xiang2,xiang3,xiang4,xiang,xiang1
1901,闲,xian2,1,xian1,xian2,xian3,xian4,xian,xian2
1902,陈,chen2,1,chen1,chen2,chen3,chen4,chen,chen2
1903,陷,xian4,1,xian1,xian2,xian3,xian4,xian,xian4
1904,隙,xi4,1,xi1,xi2,xi3,xi4,xi,xi4
1905,隧,sui4,1,sui1,sui2,sui3,sui4,sui,sui4
1906,隶,li4,1,li1,li2,li3,li4,li,li4
1907,雀,que4,1,que1,que2,que3,que4,que,que4
1908,雄,xiong2,1,xiong1,xiong2,xiong3,xiong4,xiong,xiong2
1909,雕,diao1,1,diao1,diao2,diao3,diao4,diao,diao1
1910,青,qing1,1,qing1,qing2,qing3,qing4,qing,qing1
1911,饲,si4,1,si1,si2,si3,si4,si,si4
1912,馅,xian4,1,xian1,xian2,xian3,xian4,xian,xian4
1913,驼,tuo2,1,tuo1,tuo2,tuo3,tuo4,tuo,tuo2
1914,骂,ma4,1,ma1,ma2,ma3,ma4,ma,ma4
1915,骄,jiao1,1,jiao1,jiao2,jiao3,jiao4,jiao,jiao1
1916,骸,hai2,1,hai1,hai2,hai3,hai4,hai,hai2
1917,鬈,quan2,1,quan1,quan2,quan3,quan4,quan,quan2
1918,鳄,e4,1,e1,e2,e3,e4,e,e4
1919,鸡,ji1,1,ji1,ji2,ji3,ji4,ji,ji1
1920,鸣,ming2,1,ming1,ming2,ming3,ming4,ming,ming2
1921,鹅,e2,1,e1,e2,e3,e4,e,e2
1922,黏,nian2,1,nian1,nian2,nian3,nian4,nian,nian2
1923,黢,qu1,1,qu1,qu2,qu3,qu4,qu,qu1
1924,鼎,ding3,1,ding1,ding2,ding3,ding4,ding,ding3
1925,鼾,han1,1,han1,han2,han3,han4,han,han1
1926,龄,ling2,1,ling1,ling2,ling3,ling4,ling,ling2
1927,龟,gui1,1,gui1,gui2,gui3,gui4,gui,gui1
